index1.1,index1.2,val1,index2.1,index2.2,val2,index3.1,index3.2,val3,index4.1,index4.2,val4,Class
3.0,0.48,4.64398,3.0,0.48,3.12748,3.0,0.48,4.08968,3.0,0.48,0.006596,1
0.1,0.24,0.33337,0.1,0.24,0.469329,0.1,0.24,0.266772,0.1,0.24,0.281311,0
0.1,0.48,0.277585,0.1,0.48,0.479347,0.1,0.48,0.250856,0.1,0.48,0.33408,0
4.0,0.24,16.4692,4.0,0.24,7.00073,4.0,0.24,9.64303,4.0,0.24,0.006941,1
0.1,1.2,0.244978,0.1,1.2,0.525612,0.1,1.2,0.269267,0.1,1.2,0.600559,0
0.1,1.8,0.011983,0.1,1.8,0.718181,0.1,1.8,0.431288,0.1,1.8,0.491638,0
0.5,0.06,1.58383,0.5,0.06,2.36477,0.5,0.06,1.07437,0.5,0.06,1.43788,0
0.5,0.24,1.58134,0.5,0.24,2.3708,0.5,0.24,1.07853,0.5,0.24,1.40889,0
0.5,0.9,1.67677,0.5,0.9,2.10292,0.5,0.9,0.008886,0.5,0.9,0.003293,1
0.5,0.9,1.52558,0.5,0.9,2.34519,0.5,0.9,1.07894,0.5,0.9,1.4023,0
11.76873029273635,5.83671741839393,40.53081086403119,10.396478897935614,6.039199439690024,66.38557299905112,11.748802481668392,5.987450298075237,43.20165877115426,13.552773336993159,7.152920665657086,21.741762576090967,1
0.5,1.8,1.24723,0.5,1.8,2.36987,0.5,1.8,1.27717,0.5,1.8,1.39872,0
1.2,0.06,3.74896,1.2,0.06,5.6772,1.2,0.06,2.49213,1.2,0.06,3.4621,0
1.2,0.24,3.78881,1.2,0.24,5.68693,1.2,0.24,2.53051,1.2,0.24,3.42661,0
3.0,0.06,2.35404,3.0,0.06,1.5702,3.0,0.06,2.10287,3.0,0.06,0.026875,1
0.3162027457585437,1.2249594370380215,4.427992454523474,0.7867447520161749,0.26497317438078005,5.383907665260236,1.3452670566750413,0.647350034712578,2.2511441538290047,1.1585383399668827,0.9504044153996347,3.569496081269639,1
1.2,1.2,3.64991,1.2,1.2,5.67202,1.2,1.2,2.50467,1.2,1.2,3.36028,0
17.55726987809923,5.9076174802080255,72.41602179222608,16.138087491577547,6.419659104396273,69.44392556063266,16.585874314524766,8.114213591238263,39.84619157100428,16.921796338888235,9.23741862783693,24.650488748210485,1
3.0,0.06,9.2684,3.0,0.06,14.1025,3.0,0.06,6.1865,3.0,0.06,8.42584,0
3.0,1.2,9.67026,3.0,1.2,14.0914,3.0,1.2,5.56888,3.0,1.2,0.004231,1
3.0,0.48,9.2688,3.0,0.48,14.0868,3.0,0.48,6.15715,3.0,0.48,8.38948,0
3.0,0.9,9.30979,3.0,0.9,14.2896,3.0,0.9,6.19435,3.0,0.9,8.4018,0
3.0,1.2,9.19071,3.0,1.2,14.1135,3.0,1.2,6.17992,3.0,1.2,8.52544,0
10.986900317551427,6.663300405633177,54.08137434380516,14.43865020734572,7.852097778755747,39.904587231755855,15.312596281033183,6.31747752041207,28.8740156041672,12.507359178501451,8.45963994609015,39.10021788856091,1
4.0,0.06,12.6026,4.0,0.06,18.6951,4.0,0.06,8.19699,4.0,0.06,11.3309,0
4.0,0.24,12.5105,4.0,0.24,18.6883,4.0,0.24,8.23735,4.0,0.24,11.3523,0
4.0,0.48,12.3375,4.0,0.48,18.9963,4.0,0.48,8.17149,4.0,0.48,11.1453,0
1.2,0.24,2.77007,1.2,0.24,1.33325,1.2,0.24,0.020779,1.2,0.24,0.019769,1
4.0,1.2,12.3249,4.0,1.2,18.7061,4.0,1.2,8.24945,4.0,1.2,11.1623,0
14.289636745921628,8.327339589824133,43.1113985382238,9.739057490445365,6.345402017335249,65.91851573564539,14.796322119251517,4.723100973749943,41.09005213544608,10.373778690611736,6.828433327117148,43.35405776443383,1
5.0,0.06,15.5352,5.0,0.06,23.6645,5.0,0.06,10.2503,5.0,0.06,13.944,0
0.04,0.6,0.122926,0.04,0.6,0.127414,0.04,0.6,0.138664,0.04,0.6,0.014226,1
15.278376699243587,9.837048275795784,37.20375402544043,13.070568235089846,9.205431449620198,62.401296240934755,13.942821504200495,6.609782149771327,43.5339765537228,17.21253912026956,4.799080215904907,24.308299121677983,1
5.014346680068623,1.4336542835541097,16.637977029228825,4.905504378165512,0.48351576623985065,24.15821497837463,6.32815612589485,0.972442333698549,10.281356048325664,5.0860586733654145,1.1246650164282717,13.2283639170252,1
11.4553695362861,6.270689748965868,69.95868377860981,17.212996256810385,8.555655867893462,65.58611885595968,16.76303748759959,8.990768249282091,42.35233976593335,13.047795543107915,6.975023631481586,34.79132087603832,1
